LEMMA,USES_TOT,USERS_TOT,AGE,COEF_VAR,SUBSET,START,END,USES,EDGES,NODES,COMMUNITIES,MODULARITY,DENSITY,CENT_DEGREE,CENT_EV,SUBSETTING,DIFF_START_METHOD,DIFF_START_LIMIT,SKIP,STAMP
upskill,57941,33613,4000,1.139959852391142,two,2011-07-27,2014-01-16,4735,1987,5087,NA,NA,7.679974422245225e-5,0.00218473865711106,0.9992114903310332,time,edges,3,FALSE,2020-03-21T15:48:22Z
upskill,57941,33613,4000,1.139959852391142,three,2014-01-17,2016-07-09,14063,5952,12974,NA,NA,3.536296008699383e-5,0.0020845849643938786,0.9993534318025903,time,edges,3,FALSE,2020-03-21T15:48:23Z
upskill,57941,33613,4000,1.139959852391142,four,2016-07-10,2018-12-30,37858,23060,37044,NA,NA,1.6804874590118105e-5,0.0020619161215619294,0.9996157781249922,time,edges,3,FALSE,2020-03-21T15:48:28Z
upskill,57941,33613,4000,1.139959852391142,full,2008-01-17,2018-12-30,57941,31379,53059,NA,NA,1.114625984343527e-5,0.0014401229190886234,0.999731166171927,time,edges,3,FALSE,2020-03-21T15:48:30Z
upskirting,33353,22816,4076,9.38614918541552,one,2008-11-24,2011-06-04,441,174,521,NA,NA,6.422560165362469e-4,0.015734097633136095,0.9935807392943071,time,edges,3,FALSE,2020-03-15T16:01:37Z
upskirting,33353,22816,4076,9.38614918541552,two,2011-06-05,2013-12-12,1105,473,1255,NA,NA,3.005521772558887e-4,0.004886754729363644,0.9970424783223689,time,edges,3,FALSE,2020-03-15T16:01:37Z
upskirting,33353,22816,4076,9.38614918541552,three,2013-12-13,2016-06-21,6921,2163,5899,NA,NA,6.216892460866774e-5,0.012232207157715986,0.998095155445941,time,edges,3,FALSE,2020-03-15T16:01:38Z
upskirting,33353,22816,4076,9.38614918541552,four,2016-06-22,2018-12-30,24873,13347,22112,NA,NA,2.7299032162485542e-5,0.008927923595481505,0.9984045014403817,time,edges,3,FALSE,2020-03-15T16:01:38Z
upskirting,33353,22816,4076,9.38614918541552,full,2007-11-02,2018-12-30,33353,16146,29279,NA,NA,1.8835072751407575e-5,0.007324812873238767,0.9987890586681127,time,edges,3,FALSE,2020-03-15T16:01:39Z
white fragility,26688,17310,2482,0.9676312670831028,one,2014-09-29,2015-10-22,2345,1380,2472,NA,NA,2.2592166215478187e-4,0.019207182106445286,0.9954444038393306,time,edges,3,FALSE,2020-03-15T16:01:41Z
white fragility,26688,17310,2482,0.9676312670831028,two,2015-10-23,2016-11-13,4446,2416,4893,NA,NA,1.0093348433249962e-4,0.005726074877200348,0.9981557261598831,time,edges,3,FALSE,2020-03-15T16:01:46Z
white fragility,26688,17310,2482,0.9676312670831028,three,2016-11-14,2017-12-07,8376,6253,10216,NA,NA,5.9919636967301685e-5,0.004541601768535469,0.9988032767279906,time,edges,3,FALSE,2020-03-15T16:01:46Z
white fragility,26688,17310,2482,0.9676312670831028,four,2017-12-08,2018-12-30,11511,13108,16179,NA,NA,5.007949336363043e-5,0.0031334495742529095,0.9980365789283568,time,edges,3,FALSE,2020-03-15T16:01:46Z
white fragility,26688,17310,2482,0.9676312670831028,full,2012-03-14,2018-12-30,26688,23080,30439,NA,NA,2.4910893851419568e-5,0.003687674938127963,0.9991797099159009,time,edges,3,FALSE,2020-03-15T16:01:47Z
youthquake,12148,8579,4063,6.321838012934556,one,2009-07-13,2011-11-24,1073,468,966,NA,NA,5.02043574807711e-4,0.02646836156675347,0.9947633373233741,time,edges,3,FALSE,2020-03-15T16:01:48Z
youthquake,12148,8579,4063,6.321838012934556,two,2011-11-25,2014-04-06,2145,852,1812,NA,NA,2.5963482909811635e-4,0.03371811199794129,0.9946179938354562,time,edges,3,FALSE,2020-03-15T16:01:48Z
youthquake,12148,8579,4063,6.321838012934556,three,2014-04-07,2016-08-18,961,333,940,NA,NA,3.772687104887499e-4,0.004952813871961765,0.9978463541236752,time,edges,3,FALSE,2020-03-15T16:01:48Z
youthquake,12148,8579,4063,6.321838012934556,four,2016-08-19,2018-12-30,7905,4524,8271,NA,NA,6.613921954843755e-5,0.009366674026105049,0.9974994499435265,time,edges,3,FALSE,2020-03-15T16:01:49Z
youthquake,12148,8579,4063,6.321838012934556,full,2007-11-15,2018-12-30,12148,6157,11786,NA,NA,4.432748892514731e-5,0.006617243718734525,0.9982434687016803,time,edges,3,FALSE,2020-03-15T16:01:49Z
